Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[disease]	Characteristics[organism part]	Characteristics[cell cycle phase]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[cell cycle phase]	Factor Value[single cell identifier]
S22	ERS1979304	SAMEA104354326	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S22	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	657	737	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S22	sequencing assay	ERX2233650	2015_02_13_3F_plate_4_S22_L000_R2_001.fastq.gz	2015_02_13_3F_plate_4_S22_L000_R2_001.fastq.gz	ERR2177287	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2177287/ERR2177287_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S22
S23	ERS1979305	SAMEA104354327	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S23	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	721	820	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S23	sequencing assay	ERX2233651	2015_02_13_3G_plate_4_S23_L000_R1_001.fastq.gz	2015_02_13_3G_plate_4_S23_L000_R1_001.fastq.gz	ERR2177288	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177288/ERR2177288_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S23
S23	ERS1979305	SAMEA104354327	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S23	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	721	820	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S23	sequencing assay	ERX2233651	2015_02_13_3G_plate_4_S23_L000_R2_001.fastq.gz	2015_02_13_3G_plate_4_S23_L000_R2_001.fastq.gz	ERR2177288	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177288/ERR2177288_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S23
S24	ERS1979306	SAMEA104354328	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S24	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	487	538	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S24	sequencing assay	ERX2233652	2015_02_13_3H_plate_4_S24_L000_R1_001.fastq.gz	2015_02_13_3H_plate_4_S24_L000_R1_001.fastq.gz	ERR2177289	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177289/ERR2177289_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S24
S24	ERS1979306	SAMEA104354328	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S24	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	487	538	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S24	sequencing assay	ERX2233652	2015_02_13_3H_plate_4_S24_L000_R2_001.fastq.gz	2015_02_13_3H_plate_4_S24_L000_R2_001.fastq.gz	ERR2177289	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177289/ERR2177289_2.fastq.gz	70	36	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S24
S32	ERS1979307	SAMEA104354329	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S32	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	655	736	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S32	sequencing assay	ERX2233653	2015_02_13_4C_plate_3_S32_L000_R1_001.fastq.gz	2015_02_13_4C_plate_3_S32_L000_R1_001.fastq.gz	ERR2177290	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177290/ERR2177290_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S32
S32	ERS1979307	SAMEA104354329	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S32	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	655	736	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S32	sequencing assay	ERX2233653	2015_02_13_4C_plate_3_S32_L000_R2_001.fastq.gz	2015_02_13_4C_plate_3_S32_L000_R2_001.fastq.gz	ERR2177290	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177290/ERR2177290_2.fastq.gz	106	54	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S32
S27	ERS1979308	SAMEA104354330	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S27	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	554	610	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S27	sequencing assay	ERX2233654	2015_02_13_4C_plate_4_S27_L000_R1_001.fastq.gz	2015_02_13_4C_plate_4_S27_L000_R1_001.fastq.gz	ERR2177291	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177291/ERR2177291_1.fastq.gz	298	150	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S27
S27	ERS1979308	SAMEA104354330	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S27	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	554	610	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S27	sequencing assay	ERX2233654	2015_02_13_4C_plate_4_S27_L000_R2_001.fastq.gz	2015_02_13_4C_plate_4_S27_L000_R2_001.fastq.gz	ERR2177291	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177291/ERR2177291_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S27
S28	ERS1979309	SAMEA104354331	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S28	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	634	709	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S28	sequencing assay	ERX2233655	2015_02_13_4D_plate_4_S28_L000_R1_001.fastq.gz	2015_02_13_4D_plate_4_S28_L000_R1_001.fastq.gz	ERR2177292	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177292/ERR2177292_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S28
S28	ERS1979309	SAMEA104354331	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S28	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	634	709	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S28	sequencing assay	ERX2233655	2015_02_13_4D_plate_4_S28_L000_R2_001.fastq.gz	2015_02_13_4D_plate_4_S28_L000_R2_001.fastq.gz	ERR2177292	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177292/ERR2177292_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S28
S29	ERS1979310	SAMEA104354332	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S29	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	466	522	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S29	sequencing assay	ERX2233656	2015_02_13_4E_plate_4_S29_L000_R1_001.fastq.gz	2015_02_13_4E_plate_4_S29_L000_R1_001.fastq.gz	ERR2177293	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177293/ERR2177293_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S29
S29	ERS1979310	SAMEA104354332	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S29	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	466	522	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S29	sequencing assay	ERX2233656	2015_02_13_4E_plate_4_S29_L000_R2_001.fastq.gz	2015_02_13_4E_plate_4_S29_L000_R2_001.fastq.gz	ERR2177293	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177293/ERR2177293_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S29
S30	ERS1979311	SAMEA104354333	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S30	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	544	623	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S30	sequencing assay	ERX2233657	2015_02_13_4F_plate_4_S30_L000_R1_001.fastq.gz	2015_02_13_4F_plate_4_S30_L000_R1_001.fastq.gz	ERR2177294	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177294/ERR2177294_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S30
S30	ERS1979311	SAMEA104354333	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S30	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	544	623	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S30	sequencing assay	ERX2233657	2015_02_13_4F_plate_4_S30_L000_R2_001.fastq.gz	2015_02_13_4F_plate_4_S30_L000_R2_001.fastq.gz	ERR2177294	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177294/ERR2177294_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S30
S31	ERS1979312	SAMEA104354334	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S31	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	615	712	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S31	sequencing assay	ERX2233658	2015_02_13_4G_plate_4_S31_L000_R1_001.fastq.gz	2015_02_13_4G_plate_4_S31_L000_R1_001.fastq.gz	ERR2177295	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177295/ERR2177295_1.fastq.gz	280	141	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S31
S31	ERS1979312	SAMEA104354334	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S31	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	615	712	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S31	sequencing assay	ERX2233658	2015_02_13_4G_plate_4_S31_L000_R2_001.fastq.gz	2015_02_13_4G_plate_4_S31_L000_R2_001.fastq.gz	ERR2177295	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177295/ERR2177295_2.fastq.gz	76	39	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S31
S36	ERS1979313	SAMEA104354335	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S36	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	629	715	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S36	sequencing assay	ERX2233659	2015_02_13_5D_plate_4_S36_L000_R1_001.fastq.gz	2015_02_13_5D_plate_4_S36_L000_R1_001.fastq.gz	ERR2177296	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177296/ERR2177296_1.fastq.gz	300	151	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S36
S36	ERS1979313	SAMEA104354335	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S36	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	629	715	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S36	sequencing assay	ERX2233659	2015_02_13_5D_plate_4_S36_L000_R2_001.fastq.gz	2015_02_13_5D_plate_4_S36_L000_R2_001.fastq.gz	ERR2177296	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177296/ERR2177296_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S36
S35	ERS1979314	SAMEA104354336	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S35	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	647	720	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S35	sequencing assay	ERX2233660	2015_02_13_5E_plate_3_S35_L000_R1_001.fastq.gz	2015_02_13_5E_plate_3_S35_L000_R1_001.fastq.gz	ERR2177297	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2177297/ERR2177297_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S35
S35	ERS1979314	SAMEA104354336	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S35	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	647	720	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S35	sequencing assay	ERX2233660	2015_02_13_5E_plate_3_S35_L000_R2_001.fastq.gz	2015_02_13_5E_plate_3_S35_L000_R2_001.fastq.gz	ERR2177297	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2177297/ERR2177297_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S35
S37	ERS1979315	SAMEA104354337	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S37	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	652	737	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S37	sequencing assay	ERX2233661	2015_02_13_5E_plate_4_S37_L000_R1_001.fastq.gz	2015_02_13_5E_plate_4_S37_L000_R1_001.fastq.gz	ERR2177298	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177298/ERR2177298_1.fastq.gz	300	151	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S37
S37	ERS1979315	SAMEA104354337	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S37	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	652	737	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S37	sequencing assay	ERX2233661	2015_02_13_5E_plate_4_S37_L000_R2_001.fastq.gz	2015_02_13_5E_plate_4_S37_L000_R2_001.fastq.gz	ERR2177298	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177298/ERR2177298_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S37
S39	ERS1979316	SAMEA104354338	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S39	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	600	665	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S39	sequencing assay	ERX2233662	2015_02_13_5F_plate_3_S39_L000_R1_001.fastq.gz	2015_02_13_5F_plate_3_S39_L000_R1_001.fastq.gz	ERR2177299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177299/ERR2177299_1.fastq.gz	268	135	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S39
S39	ERS1979316	SAMEA104354338	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S39	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	600	665	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S39	sequencing assay	ERX2233662	2015_02_13_5F_plate_3_S39_L000_R2_001.fastq.gz	2015_02_13_5F_plate_3_S39_L000_R2_001.fastq.gz	ERR2177299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177299/ERR2177299_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S39
S38	ERS1979317	SAMEA104354339	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S38	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	683	769	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S38	sequencing assay	ERX2233663	2015_02_13_5F_plate_4_S38_L000_R1_001.fastq.gz	2015_02_13_5F_plate_4_S38_L000_R1_001.fastq.gz	ERR2177300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177300/ERR2177300_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S38
S38	ERS1979317	SAMEA104354339	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S38	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	683	769	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S38	sequencing assay	ERX2233663	2015_02_13_5F_plate_4_S38_L000_R2_001.fastq.gz	2015_02_13_5F_plate_4_S38_L000_R2_001.fastq.gz	ERR2177300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177300/ERR2177300_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S38
S40	ERS1979318	SAMEA104354340	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S40	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	596	661	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S40	sequencing assay	ERX2233664	2015_02_13_5H_plate_4_S40_L000_R1_001.fastq.gz	2015_02_13_5H_plate_4_S40_L000_R1_001.fastq.gz	ERR2177301	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177301/ERR2177301_1.fastq.gz	300	151	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S40
S40	ERS1979318	SAMEA104354340	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S40	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	596	661	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S40	sequencing assay	ERX2233664	2015_02_13_5H_plate_4_S40_L000_R2_001.fastq.gz	2015_02_13_5H_plate_4_S40_L000_R2_001.fastq.gz	ERR2177301	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177301/ERR2177301_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S40
S42	ERS1979319	SAMEA104354341	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S42	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	721	808	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S42	sequencing assay	ERX2233665	2015_02_13_6D_plate_3_S42_L000_R1_001.fastq.gz	2015_02_13_6D_plate_3_S42_L000_R1_001.fastq.gz	ERR2177302	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177302/ERR2177302_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S42
